Year,Season,Date,Time,At,Opponent,Location,Score
1980,1980 Volleyball,11/08/1980,TBD,Home,Iowa,Williams Arena,W 2-1
1979,1979 Volleyball,10/05/1979,TBD,Home,Kansas,Williams Arena,W 2-0
1979,1979 Volleyball,10/05/1979,TBD,Home,Michigan State,Williams Arena,W 3-1
1979,1979 Volleyball,10/06/1979,TBD,Home,Utah State,Williams Arena,L 0-3
1979,1979 Volleyball,10/12/1979,TBD,Home,Northern Iowa,Williams Arena,W 2-1
1979,1979 Volleyball,10/12/1979,TBD,Home,Marquette,Williams Arena,W 2-0
1979,1979 Volleyball,10/12/1979,TBD,Home,Missouri,Williams Arena,W 2-0
1979,1979 Volleyball,10/13/1979,TBD,Home,St. Cloud State,Williams Arena,W 2-0
1979,1979 Volleyball,10/13/1979,TBD,Home,Northern Iowa,Williams Arena,W 2-0
1979,1979 Volleyball,10/13/1979,TBD,Home,Marquette,Williams Arena,W 3-1
1979,1979 Volleyball,10/31/1979,TBD,Home,St. Cloud State,Williams Arena,W 3-1
1979,1979 Volleyball,11/09/1979,TBD,Home,Northern Iowa,Williams Arena,W 2-0
1979,1979 Volleyball,11/09/1979,TBD,Home,North Dakota,Williams Arena,W 2-0
1979,1979 Volleyball,11/09/1979,TBD,Home,Iowa,Williams Arena,W 2-0
1979,1979 Volleyball,11/10/1979,TBD,Home,Wayne State,Williams Arena,W 2-0
1979,1979 Volleyball,11/10/1979,TBD,Home,Minnesota-Duluth,Williams Arena,W 2-0
1979,1979 Volleyball,11/10/1979,TBD,Home,St. Cloud State,Williams Arena,W 3-0
1978,1978 Volleyball,10/04/1978,TBD,Home,St. Catherine,Williams Arena,W 3-0
1978,1978 Volleyball,10/10/1978,TBD,Home,St. Cloud State,Williams Arena,W 3-0
1978,1978 Volleyball,10/20/1978,TBD,Home,St. Catherine,Williams Arena,W 2-0
1978,1978 Volleyball,10/20/1978,TBD,Home,St. Cloud State,Williams Arena,W 2-0
1978,1978 Volleyball,10/20/1978,TBD,Home,Winona State,Williams Arena,W 2-0
1978,1978 Volleyball,10/21/1978,TBD,Home,Mankato State,Williams Arena,W 2-0
1978,1978 Volleyball,10/21/1978,TBD,Home,Bemidji State,Williams Arena,W 2-0
1978,1978 Volleyball,10/21/1978,TBD,Home,Minnesota-Duluth,Williams Arena,W 2-0
1977,1977 Volleyball,10/05/1977,TBD,Home,Wisconsin-Eau Claire,Williams Arena,W 2-1
1977,1977 Volleyball,10/05/1977,TBD,Home,Southwest State,Williams Arena,W 2-0
1977,1977 Volleyball,10/18/1977,TBD,Home,Minnesota-Morris,Williams Arena,W 2-0
1977,1977 Volleyball,10/18/1977,TBD,Home,Minnesota-Duluth,Williams Arena,L 0-2
1977,1977 Volleyball,10/21/1977,TBD,Home,Mankato State,Williams Arena,W 2-0
1977,1977 Volleyball,10/21/1977,TBD,Home,Augsburg,Williams Arena,W 2-0
1977,1977 Volleyball,10/21/1977,TBD,Home,Iowa State,Williams Arena,W 2-0
1977,1977 Volleyball,10/22/1977,TBD,Home,Gustavus,Williams Arena,W 2-0
1977,1977 Volleyball,10/22/1977,TBD,Home,St. Catherine,Williams Arena,L 1-2
1977,1977 Volleyball,10/22/1977,TBD,Home,Iowa State,Williams Arena,W 2-0
1977,1977 Volleyball,11/02/1977,TBD,Home,Martin Luther,Williams Arena,W 2-0
1977,1977 Volleyball,11/02/1977,TBD,Home,Wisconsin-River Falls,Williams Arena,W 2-1
1977,1977 Volleyball,11/10/1977,TBD,Home,St. Cloud State,Williams Arena,W 3-2
1976,1976 Volleyball,10/22/1976,TBD,Home,Augsburg,Williams Arena,W 2-1
1976,1976 Volleyball,10/22/1976,TBD,Home,Winnipeg,Williams Arena,W 2-0
1976,1976 Volleyball,10/22/1976,TBD,Home,St. Cloud State,Williams Arena,L 0-2
1976,1976 Volleyball,10/23/1976,TBD,Home,Lakehead,Williams Arena,W 2-0
1976,1976 Volleyball,10/23/1976,TBD,Home,Nebraska,Williams Arena,L 0-2
1976,1976 Volleyball,10/23/1976,TBD,Home,St. Cloud State,Williams Arena,W 2-0
1976,1976 Volleyball,11/02/1976,TBD,Home,Winona State,Williams Arena,W 2-0
1976,1976 Volleyball,11/02/1976,TBD,Home,Martin Luther,Williams Arena,W 2-0
1976,1976 Volleyball,11/06/1976,TBD,Home,St. Catherine,Williams Arena,L 0-2
1976,1976 Volleyball,11/06/1976,TBD,Home,Augsburg,Williams Arena,W 0-0
1976,1976 Volleyball,11/09/1976,TBD,Home,Gustavus,Williams Arena,W 2-0
1976,1976 Volleyball,11/18/1976,TBD,Home,Mankato State,Williams Arena,W 2-0
1976,1976 Volleyball,11/18/1976,TBD,Home,Kansas,Williams Arena,W 2-0
1976,1976 Volleyball,11/18/1976,TBD,Home,Nebraska,Williams Arena,L 1-2
1976,1976 Volleyball,11/19/1976,TBD,Home,Northern Iowa,Williams Arena,W 2-0
1976,1976 Volleyball,11/19/1976,TBD,Home,Missouri,Williams Arena,L 1-2
1976,1976 Volleyball,11/19/1976,TBD,Home,Nebraska,Williams Arena,L 0-2
1976,1976 Volleyball,11/20/1976,TBD,Home,St. Cloud State,Williams Arena,W 2-0
1976,1976 Volleyball,11/20/1976,TBD,Home,Missouri,Williams Arena,W 2-0
1975,1975 Volleyball,10/24/1975,TBD,Home,Augsburg,Williams Arena,W 2-0
1975,1975 Volleyball,10/24/1975,TBD,Home,Mankato State,Williams Arena,W 2-0
1975,1975 Volleyball,10/25/1975,TBD,Home,Winona State,Williams Arena,W 2-0
1975,1975 Volleyball,10/25/1975,TBD,Home,Drake,Williams Arena,W 2-0
1975,1975 Volleyball,10/25/1975,TBD,Home,St. Cloud State,Williams Arena,W 2-1
1975,1975 Volleyball,10/31/1975,TBD,Home,Michigan,Williams Arena,W 2-0
1975,1975 Volleyball,10/31/1975,TBD,Home,Purdue,Williams Arena,L 0-2
1975,1975 Volleyball,10/31/1975,TBD,Home,Indiana,Williams Arena,L 1-2
1975,1975 Volleyball,11/01/1975,TBD,Home,Ohio State,Williams Arena,W 2-0
1975,1975 Volleyball,11/01/1975,TBD,Home,Michigan,Williams Arena,W 2-0
1975,1975 Volleyball,11/01/1975,TBD,Home,Wisconsin,Williams Arena,W 2-0
1975,1975 Volleyball,11/20/1975,TBD,Home,St. Louis,Williams Arena,L 0-2
1975,1975 Volleyball,11/20/1975,TBD,Home,Nebraska,Williams Arena,L 0-2
1975,1975 Volleyball,11/20/1975,TBD,Home,Drake,Williams Arena,W 2-0
1975,1975 Volleyball,11/21/1975,TBD,Home,South Dakota State,Williams Arena,W 2-1
1975,1975 Volleyball,11/21/1975,TBD,Home,Kansas,Williams Arena,W 2-1
1975,1975 Volleyball,11/21/1975,TBD,Home,Iowa State,Williams Arena,W 2-0
1975,1975 Volleyball,11/22/1975,TBD,Home,SW Missouri State,Williams Arena,L 0-2
1975,1975 Volleyball,11/22/1975,TBD,Home,Missouri,Williams Arena,W 2-0
1973,1973 Volleyball,10/25/1973,TBD,Home,Winona State,Williams Arena,W 3-0
1973,1973 Volleyball,10/25/1973,TBD,Home,Dr. Martin Luther,Williams Arena,L 0-3
1973,1973 Volleyball,11/02/1973,TBD,Home,Bemidji State,Williams Arena,W 2-0
1973,1973 Volleyball,11/06/1973,TBD,Home,Minnesota-Duluth,Williams Arena,W 3-1
1973,1973 Volleyball,11/08/1973,TBD,Home,St. Cloud State,Williams Arena,W 3-2
1973,1973 Volleyball,11/13/1973,TBD,Home,Mankato State,Williams Arena,L 0-3
1973,1973 Volleyball,11/29/1973,TBD,Home,NDSU,Williams Arena,W 2-0
1973,1973 Volleyball,11/29/1973,TBD,Home,Graceland,Williams Arena,W 2-0
1973,1973 Volleyball,11/29/1973,TBD,Home,Mt. Marty,Williams Arena,W 2-0
1973,1973 Volleyball,11/30/1973,TBD,Home,Kearney State,Williams Arena,W 2-0
1973,1973 Volleyball,11/30/1973,TBD,Home,SW Missouri State,Williams Arena,L 0-2
1973,1973 Volleyball,11/30/1973,TBD,Home,Kansas,Williams Arena,L 1-2
1973,1973 Volleyball,12/01/1973,TBD,Home,Drake,Williams Arena,W 2-0
1973,1973 Volleyball,12/01/1973,TBD,Home,SW Missouri State,Williams Arena,W 2-1
1973,1973 Volleyball,12/01/1973,TBD,Home,Kansas,Williams Arena,L 1-2
2020,2020-21 Men's Hockey,11/19/2020,7:30 PM,Home,Penn State,3M Arena at Mariucci,W 4-1
2020,2020-21 Men's Hockey,11/20/2020,3:00 PM,Home,Penn State,3M Arena at Mariucci,W 3-2
2020,2020-21 Men's Hockey,11/23/2020,7:30 PM,Home,Ohio State,3M Arena at Mariucci,W 4-1
2020,2020-21 Men's Hockey,11/24/2020,7:30 PM,Home,Ohio State,3M Arena at Mariucci,W 2-0
2021,2020-21 Men's Hockey,01/03/2021,3:00 PM,Home,Arizona State,3M Arena at Mariucci,W 4-1
2021,2020-21 Men's Hockey,01/04/2021,7:00 PM,Home,Arizona State,3M Arena at Mariucci,W 6-4
2021,2020-21 Men's Hockey,01/15/2021,7:00 PM,Home,Notre Dame,3M Arena at Mariucci,L 2-3
2021,2020-21 Men's Hockey,01/16/2021,5:00 PM,Home,Notre Dame,3M Arena at Mariucci,L 1-2
2021,2020-21 Men's Hockey,01/21/2021,7:00 PM,Home,Arizona State,3M Arena at Mariucci,W 10-0
2021,2020-21 Men's Hockey,01/22/2021,4:00 PM,Home,Arizona State,3M Arena at Mariucci,W 10-2
2021,2020-21 Men's Hockey,02/05/2021,7:00 PM,Home,Wisconsin,3M Arena at Mariucci,L 1-4
2021,2020-21 Men's Hockey,02/06/2021,7:00 PM,Home,Wisconsin,3M Arena at Mariucci,L 1-8
2021,2020-21 Men's Hockey,02/19/2021,7:00 PM,Home,Michigan State,3M Arena at Mariucci,W 4-2
2021,2020-21 Men's Hockey,02/20/2021,5:00 PM,Home,Michigan State,3M Arena at Mariucci,W 5-1
2021,2020-21 Men's Hockey,03/05/2021,7:00 PM,Home,Michigan,3M Arena at Mariucci,L 2-5
2021,2020-21 Men's Hockey,03/06/2021,4:00 PM,Home,Michigan,3M Arena at Mariucci,W 4-2
2021,2020-21 Men's Hockey,03/28/2021,7:00 PM,Home,Minnesota State,"Loveland, Colo.",L 0-4
2020,2020-21 Men's Basketball,11/25/2020,6:00 PM,Home,Green Bay,TBD (Williams Arena),W 99-69
2020,2020-21 Men's Basketball,11/28/2020,5:00 PM,Home,Loyola Marymount,TBD (Williams Arena),W 88-73
2020,2020-21 Men's Basketball,11/30/2020,7:00 PM,Home,Loyola Marymount,TBD (Williams Arena),W 67-64
2020,2020-21 Men's Basketball,12/04/2020,8:00 PM,Home,North Dakota,TBD (Williams Arena),W 76-67
2020,2020-21 Men's Basketball,12/08/2020,6:00 PM,Home,Boston College,TBD (Williams Arena),W 85-80
2020,2020-21 Men's Basketball,12/10/2020,7:00 PM,Home,Kansas City,TBD (Williams Arena),W 90-61
2020,2020-21 Men's Basketball,12/20/2020,7:30 PM,Home,Saint Louis,TBD (Williams Arena),W 90-82
2020,2020-21 Men's Basketball,12/25/2020,7:00 PM,Home,Iowa,TBD (Williams Arena),W 102-95
2020,2020-21 Men's Basketball,12/28/2020,7:00 PM,Home,Michigan State,Williams Arena,W 81-56
2021,2020-21 Men's Basketball,01/03/2021,4:30 PM,Home,Ohio State,TBD (Williams Arena),W 77-60
2021,2020-21 Men's Basketball,01/16/2021,1:00 PM,Home,Michigan,TBD (Williams Arena),W 75-57
2021,2020-21 Men's Basketball,01/23/2021,1:00 PM,Home,Maryland,TBD (Williams Arena),L 49-63
2021,2020-21 Men's Basketball,02/08/2021,7:00 PM,Home,Nebraska,TBD (Williams Arena),W 79-61
2021,2020-21 Men's Basketball,02/11/2021,4:00 PM,Home,Purdue,TBD (Williams Arena),W 71-68
2021,2020-21 Men's Basketball,02/20/2021,2:30 PM,Home,Illinois,TBD (Williams Arena),L 63-94
2021,2020-21 Men's Basketball,02/25/2021,8:00 PM,Home,Northwestern,TBD (Williams Arena),L 59-67
2021,2020-21 Men's Basketball,03/06/2021,11:00 AM,Home,Rutgers,TBD (Williams Arena),L 70-77
2021,2021 Volleyball,01/23/2021,4:00 PM,Home,Michigan State,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,01/24/2021,3:00 PM,Home,Michigan State,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,02/13/2021,7:00 PM,Home,Penn State,TBD (Maturi Pavilion),W 3-1
2021,2021 Volleyball,02/14/2021,6:30 PM,Home,Penn State,TBD (Maturi Pavilion),W 3-2
2021,2021 Volleyball,02/26/2021,4:00 PM,Home,Michigan,TBD (Maturi Pavilion),Postponed
2021,2021 Volleyball,02/27/2021,4:00 PM,Home,Michigan,TBD (Maturi Pavilion),Postponed
2021,2021 Volleyball,03/12/2021,6:00 PM,Home,Illinois,TBD (Maturi Pavilion),W 3-2
2021,2021 Volleyball,03/13/2021,5:00 PM,Home,Illinois,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,03/21/2021,7:00 PM,Home,Wisconsin,TBD (Maturi Pavilion),L 1-3
2021,2021 Volleyball,04/02/2021,5:00 PM,Home,Iowa,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,04/03/2021,3:00 PM,Home,Iowa,TBD (Maturi Pavilion),W 3-0
2026,2026 Football,09/03/2026,TBA,Home,Eastern Illinois,Huntington Bank Stadium
2026,2026 Football,09/12/2026,TBA,Home,Mississippi State,Huntington Bank Stadium
2026,2026 Football,09/19/2026,TBA,Home,Akron,Huntington Bank Stadium
2027,2027 Football,09/02/2027,TBA,Home,San Jose State,Huntington Bank Stadium
2000,2000-01 Men's Hockey,10/20/2000,TBD,Home,Minnesota-Duluth,Mariucci Arena,W 3-1
2000,2000-01 Men's Hockey,10/21/2000,TBD,Home,Minnesota-Duluth,Mariucci Arena,W 9-2
2000,2000-01 Men's Hockey,10/27/2000,TBD,Home,Alaska Anchorage,Mariucci Arena,W 2-1
2000,2000-01 Men's Hockey,10/28/2000,TBD,Home,Alaska Anchorage,Mariucci Arena,T 3-3
2000,2000-01 Men's Hockey,11/03/2000,TBD,Home,Wisconsin,Mariucci Arena,W 4-0
2000,2000-01 Men's Hockey,11/04/2000,TBD,Home,Wisconsin,Mariucci Arena,W 5-2
2000,2000-01 Men's Hockey,11/18/2000,TBD,Home,St. Cloud State,Mariucci Arena,W 4-3
2000,2000-01 Men's Hockey,11/24/2000,TBD,Home,Michigan State,Mariucci Arena,L 2-3
2000,2000-01 Men's Hockey,11/25/2000,TBD,Home,Michigan,Mariucci Arena,L 1-4
2000,2000-01 Men's Hockey,12/09/2000,TBD,Home,Quinnipiac,Mariucci Arena,W 11-2
2000,2000-01 Men's Hockey,12/29/2000,TBD,Home,Union,Mariucci Arena,W 3-2
2000,2000-01 Men's Hockey,12/30/2000,TBD,Home,Lake Superior State,Mariucci Arena,W 5-4
2001,2000-01 Men's Hockey,01/12/2001,TBD,Home,North Dakota,Mariucci Arena,L 1-4
2001,2000-01 Men's Hockey,01/13/2001,TBD,Home,North Dakota,Mariucci Arena,W 5-1
2001,2000-01 Men's Hockey,01/23/2001,TBD,Home,Brown,Mariucci Arena,W 3-1
2001,2000-01 Men's Hockey,01/27/2001,TBD,Home,Bemidji State,Mariucci Arena,W 5-1
2001,2000-01 Men's Hockey,02/02/2001,TBD,Home,Michigan Tech,Mariucci Arena,W 8-3
2001,2000-01 Men's Hockey,02/03/2001,TBD,Home,Michigan Tech,Mariucci Arena,W 5-1
2001,2000-01 Men's Hockey,02/16/2001,TBD,Home,Colorado College,Mariucci Arena,W 6-1
2001,2000-01 Men's Hockey,02/17/2001,TBD,Home,Colorado College,Mariucci Arena,W 4-1
2001,2000-01 Men's Hockey,03/02/2001,TBD,Home,St. Cloud State,Mariucci Arena,L 1-6
2001,2000-01 Men's Hockey,03/09/2001,TBD,Home,Michigan Tech,Mariucci Arena,W 7-2
2001,2000-01 Men's Hockey,03/10/2001,TBD,Home,Michigan Tech,Mariucci Arena,W 3-1
1999,1999-00 Men's Hockey,10/22/1999,TBD,Home,North Dakota,Mariucci Arena,T 2-2
1999,1999-00 Men's Hockey,10/23/1999,TBD,Home,North Dakota,Mariucci Arena,L 2-3
1999,1999-00 Men's Hockey,10/29/1999,TBD,Home,Boston College,Mariucci Arena,W 6-5
1999,1999-00 Men's Hockey,10/30/1999,TBD,Home,Boston College,Mariucci Arena,L 1-4
1999,1999-00 Men's Hockey,11/19/1999,TBD,Home,Minnesota-Duluth,Mariucci Arena,W 5-3
1999,1999-00 Men's Hockey,11/20/1999,TBD,Home,Minnesota-Duluth,Mariucci Arena,W 4-0
1999,1999-00 Men's Hockey,12/11/1999,TBD,Home,St. Cloud State,Mariucci Arena,T 2-2
1999,1999-00 Men's Hockey,12/29/1999,TBD,Home,Harvard,Mariucci Arena,W 5-2
1999,1999-00 Men's Hockey,12/30/1999,TBD,Home,Northern Michigan,Mariucci Arena,W 6-2
2000,1999-00 Men's Hockey,01/14/2000,TBD,Home,Denver,Mariucci Arena,W 7-6
2000,1999-00 Men's Hockey,01/15/2000,TBD,Home,Denver,Mariucci Arena,W 7-3
2000,1999-00 Men's Hockey,01/28/2000,TBD,Home,Minnesota State,Mariucci Arena,W 3-2
2000,1999-00 Men's Hockey,01/29/2000,TBD,Home,Minnesota State,Mariucci Arena,L 5-6
2000,1999-00 Men's Hockey,02/11/2000,TBD,Home,Colorado College,Mariucci Arena,W 6-2
2000,1999-00 Men's Hockey,02/12/2000,TBD,Home,Colorado College,Mariucci Arena,L 1-5
2000,1999-00 Men's Hockey,02/25/2000,TBD,Home,Wisconsin,Mariucci Arena,L 2-4
2000,1999-00 Men's Hockey,02/26/2000,TBD,Home,Wisconsin,Mariucci Arena,L 4-5
2000,1999-00 Men's Hockey,03/03/2000,TBD,Home,St. Cloud State,Mariucci Arena,L 0-5
2021,2021 Volleyball,09/01/2021,7:00 PM,Home,Texas,TBD (Maturi Pavilion),L 1-3
2021,2021 Volleyball,09/16/2021,7:30 PM,Home,St. Thomas,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,09/18/2021,7:00 PM,Home,Iowa State,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,09/24/2021,8:00 PM,Home,Michigan,TBD (Maturi Pavilion),W 3-2
2021,2021 Volleyball,09/26/2021,1:00 PM,Home,Maryland,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,10/13/2021,7:00 PM,Home,Northwestern,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,10/17/2021,2:00 PM,Home,Indiana,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,10/22/2021,6:00 PM,Home,Penn State,TBD (Maturi Pavilion),L 0-3
2021,2021 Volleyball,10/24/2021,4:00 PM,Home,Ohio State,TBD (Maturi Pavilion),W 3-1
2021,2021 Volleyball,10/30/2021,7:00 PM,Home,Nebraska,TBD (Maturi Pavilion),W 3-2
2021,2021 Volleyball,11/14/2021,3:30 PM,Home,Purdue,TBD (Maturi Pavilion),L 1-3
2021,2021 Volleyball,11/19/2021,7:00 PM,Home,Rutgers,TBD (Maturi Pavilion),W 0-0
2021,2021 Volleyball,11/21/2021,4:00 PM,Home,Wisconsin,TBD (Maturi Pavilion),L 2-3
2021,2021 Volleyball,12/03/2021,7:00 PM,Home,South Dakota,TBD (Maturi Pavilion),W 3-0
2021,2021 Volleyball,12/04/2021,7:00 PM,Home,Stanford,TBD (Maturi Pavilion),W 3-0
1998,1998-99 Men's Hockey,10/09/1998,TBD,Home,St. Lawrence,Mariucci Arena,L 4-6
1998,1998-99 Men's Hockey,10/10/1998,TBD,Home,Ohio State,Mariucci Arena,W 4-3
1998,1998-99 Men's Hockey,10/16/1998,TBD,Home,Minnesota-Duluth,Mariucci Arena,T 2-2
1998,1998-99 Men's Hockey,10/17/1998,TBD,Home,Minnesota-Duluth,Mariucci Arena,W 3-1
1998,1998-99 Men's Hockey,10/23/1998,TBD,Home,St. Cloud State,Mariucci Arena,W 3-0
1998,1998-99 Men's Hockey,11/06/1998,TBD,Home,Colorado College,Mariucci Arena,L 1-7
1998,1998-99 Men's Hockey,11/07/1998,TBD,Home,Colorado College,Mariucci Arena,L 1-6
1998,1998-99 Men's Hockey,11/13/1998,TBD,Home,North Dakota,Mariucci Arena,T 4-4
1998,1998-99 Men's Hockey,11/14/1998,TBD,Home,North Dakota,Mariucci Arena,L 3-5
1998,1998-99 Men's Hockey,11/27/1998,TBD,Home,Michigan,Mariucci Arena,L 2-3
1998,1998-99 Men's Hockey,11/29/1998,TBD,Home,Michigan State,Mariucci Arena,W 2-1
1998,1998-99 Men's Hockey,12/27/1998,TBD,Home,Princeton,Mariucci Arena,L 1-4
1998,1998-99 Men's Hockey,12/28/1998,TBD,Home,Ohio State,Mariucci Arena,L 5-6
1999,1998-99 Men's Hockey,01/15/1999,TBD,Home,Minnesota State,Mariucci Arena,T 6-6
1999,1998-99 Men's Hockey,01/16/1999,TBD,Home,Minnesota State,Mariucci Arena,T 2-2
1999,1998-99 Men's Hockey,01/29/1999,TBD,Home,Michigan Tech,Mariucci Arena,W 4-2
1999,1998-99 Men's Hockey,01/30/1999,TBD,Home,Michigan Tech,Mariucci Arena,W 4-2
1999,1998-99 Men's Hockey,02/13/1999,TBD,Home,Alaska Anchorage,Mariucci Arena,W 5-1
1999,1998-99 Men's Hockey,02/14/1999,TBD,Home,Alaska Anchorage,Mariucci Arena,L 2-4
1999,1998-99 Men's Hockey,02/20/1999,TBD,Home,St. Cloud State,Mariucci Arena,T 2-2
1999,1998-99 Men's Hockey,03/05/1999,TBD,Home,Wisconsin,Mariucci Arena,L 4-6
1999,1998-99 Men's Hockey,03/06/1999,TBD,Home,Wisconsin,Mariucci Arena,T 2-2
1999,1998-99 Men's Hockey,03/12/1999,TBD,Home,Alaska Anchorage,Mariucci Arena,W 4-0
1999,1998-99 Men's Hockey,03/13/1999,TBD,Home,Alaska Anchorage,Mariucci Arena,W 1-0
2021,2021-22 Men's Hockey,10/02/2021,2:30 PM,Home,Alaska,3M Arena at Mariucci,Postponed
2021,2021-22 Men's Hockey,10/03/2021,4:00 PM,Home,Alaska,3M Arena at Mariucci,Postponed
2021,2021-22 Men's Hockey,10/08/2021,7:00 PM,Home,Mercyhurst,3M Arena at Mariucci,W 7-4
2021,2021-22 Men's Hockey,10/09/2021,5:00 PM,Home,Mercyhurst,3M Arena at Mariucci,W 5-3
2021,2021-22 Men's Hockey,10/15/2021,7:00 PM,Home,St. Cloud State,3M Arena at Mariucci,L 1-2
2021,2021-22 Men's Hockey,10/22/2021,7:00 PM,Home,Minnesota Duluth,3M Arena at Mariucci,L 3-5
2021,2021-22 Men's Hockey,10/29/2021,8:00 PM,Home,Notre Dame,3M Arena at Mariucci,W 4-1
2021,2021-22 Men's Hockey,10/30/2021,5:00 PM,Home,Notre Dame,3M Arena at Mariucci,W 3-2
2021,2021-22 Men's Hockey,11/12/2021,6:30 PM,Home,Ohio State,3M Arena at Mariucci,L 3-4
2021,2021-22 Men's Hockey,11/13/2021,5:00 PM,Home,Ohio State,3M Arena at Mariucci,W 2-0
2021,2021-22 Men's Hockey,11/19/2021,7:00 PM,Home,Penn State,3M Arena at Mariucci,L 3-5
2021,2021-22 Men's Hockey,11/20/2021,8:00 PM,Home,Penn State,3M Arena at Mariucci,W 4-2
2022,2021-22 Men's Hockey,01/03/2022,6:00 PM,Home,U.S. National Under-18 Team (EXH),3M Arena at Mariucci,W 5-3
2022,2021-22 Men's Hockey,01/14/2022,6:00 PM,Home,Alaska,3M Arena at Mariucci,W 4-1
2022,2021-22 Men's Hockey,01/15/2022,6:00 PM,Home,Alaska,3M Arena at Mariucci,L 2-3
2022,2021-22 Men's Hockey,01/21/2022,8:00 PM,Home,Michigan,3M Arena at Mariucci,W 2-1
2022,2021-22 Men's Hockey,01/22/2022,6:30 PM,Home,Michigan,3M Arena at Mariucci,L 1-4
2022,2021-22 Men's Hockey,02/04/2022,7:00 PM,Home,Michigan State,3M Arena at Mariucci,W 4-2
2022,2021-22 Men's Hockey,02/05/2022,5:00 PM,Home,Michigan State,3M Arena at Mariucci,W 3-1
2022,2021-22 Men's Hockey,02/25/2022,8:00 PM,Home,Wisconsin,3M Arena at Mariucci,W 5-0
2022,2021-22 Men's Hockey,02/26/2022,7:00 PM,Home,Wisconsin,3M Arena at Mariucci,W 8-0
2022,2021-22 Men's Hockey,03/12/2022,8:00 PM,Home,Penn State,3M Arena at Mariucci,W 3-2
2022,2021-22 Men's Hockey,03/19/2022,7:00 PM,Home,Michigan,3M Arena at Mariucci,L 3-4
2021,2021-22 Men's Basketball,11/01/2021,7:00 PM,Home,Concordia-St. Paul,TBD (Williams Arena),W 80-67
2021,2021-22 Men's Basketball,11/09/2021,7:00 PM,Home,Kansas City,TBD (Williams Arena),W 71-56
2021,2021-22 Men's Basketball,11/19/2021,6:00 PM,Home,Purdue Fort Wayne,(Williams Arena),W 78-49
2021,2021-22 Men's Basketball,11/24/2021,8:00 PM,Home,Jacksonville,TBD (Williams Arena),W 55-44
2021,2021-22 Men's Basketball,12/08/2021,8:00 PM,Home,Michigan State,TBD (Williams Arena),L 67-75
2021,2021-22 Men's Basketball,12/14/2021,7:00 PM,Home,Texas A&M - Corpus Christi,TBD (Williams Arena),W 79-71
2021,2021-22 Men's Basketball,12/22/2021,4:00 PM,Home,Green Bay,TBD (Williams Arena),W 72-56
2021,2021-22 Men's Basketball,12/29/2021,7:00 PM,Home,Alcorn State,TBD (Williams Arena),Cancelled
2022,2021-22 Men's Basketball,01/04/2022,6:00 PM,Home,Illinois,TBD (Williams Arena),L 53-76
2022,2021-22 Men's Basketball,01/16/2022,1:00 PM,Home,Iowa,TBD (Williams Arena),L 71-81
2022,2021-22 Men's Basketball,01/22/2022,11:00 AM,Home,Rutgers,TBD (Williams Arena),W 68-65
2022,2021-22 Men's Basketball,01/27/2022,7:00 PM,Home,Ohio State,TBD (Williams Arena),L 64-75
